Column1,date,client_id,province,incident_type,status
INC600896,2025/07/27,CL1039,Gauteng,Suspicious Vehicle,resolved
INC600897,2025/04/06,CL1080,Gauteng,Protest,reported
INC600898,2025/07/02,CL1237,Limpopo,Assault,reported
INC600899,2025/05/21,CL1029,Gauteng,Alarm Trigger,resolved
INC600900,2025/04/29,CL1309,North West,Suspicious Vehicle,resolved
INC600901,2025/05/19,CL1366,Mpumalanga,Accident,resolved
INC600902,2025/07/20,CL1343,North West,Alarm Trigger,reported
INC600903,2025/08/07,CL1061,Gauteng,Protest,resolved
INC600904,2025/09/29,CL1168,Western Cape,Trespass,resolved
INC600905,2025/09/29,CL1097,Gauteng,Suspicious Vehicle,reported
INC600906,2025/05/23,CL1341,North West,Accident,reported
INC600907,2025/05/09,CL1025,Gauteng,VIP Threat,in_progress
INC600908,2025/09/11,CL1004,Gauteng,Trespass,escalated
INC600909,2025/09/05,CL1198,Western Cape,VIP Threat,reported
INC600910,2025/07/22,CL1387,Mpumalanga,Accident,resolved
INC600911,2025/09/29,CL1072,Gauteng,VIP Threat,reported
INC600912,2025/06/07,CL1398,Mpumalanga,Suspicious Vehicle,escalated
INC600913,2025/06/03,CL1192,Western Cape,Suspicious Vehicle,resolved
INC600914,2025/05/13,CL1246,Limpopo,Protest,in_progress
INC600915,2025/05/16,CL1104,KwaZulu-Natal,Theft,reported
INC600916,2025/09/12,CL1218,Limpopo,VIP Threat,resolved
INC600917,2025/08/19,CL1024,Gauteng,Theft,escalated
INC600918,2025/08/11,CL1373,Mpumalanga,Accident,resolved
INC600919,2025/05/18,CL1386,Mpumalanga,Protest,resolved
INC600920,2025/09/05,CL1005,Gauteng,Accident,reported
INC600921,2025/08/01,CL1397,Mpumalanga,Accident,escalated
INC600922,2025/04/24,CL1051,Gauteng,Hijacking,resolved
INC600923,2025/09/14,CL1289,Free State,Trespass,resolved
INC600924,2025/09/15,CL1161,Western Cape,Trespass,resolved
INC600925,2025/04/18,CL1096,Gauteng,Theft,escalated
INC600926,2025/06/25,CL1321,North West,VIP Threat,in_progress
INC600927,2025/07/05,CL1298,Free State,Protest,reported
INC600928,2025/09/25,CL1132,KwaZulu-Natal,Alarm Trigger,reported
INC600929,2025/06/15,CL1294,Free State,Accident,resolved
INC600930,2025/05/20,CL1086,Gauteng,Theft,resolved
INC600931,2025/05/30,CL1399,Mpumalanga,Protest,resolved
INC600932,2025/04/28,CL1086,Gauteng,Hijacking,reported
INC600933,2025/04/12,CL1216,Limpopo,Accident,in_progress
INC600934,2025/07/09,CL1042,Gauteng,VIP Threat,resolved
INC600935,2025/06/30,CL1045,Gauteng,VIP Threat,in_progress
INC600936,2025/07/28,CL1136,KwaZulu-Natal,VIP Threat,in_progress
INC600937,2025/07/05,CL1018,Gauteng,VIP Threat,in_progress
INC600938,2025/10/01,CL1202,Limpopo,Trespass,resolved
INC600939,2025/07/13,CL1125,KwaZulu-Natal,Trespass,escalated
INC600940,2025/08/26,CL1075,Gauteng,Alarm Trigger,in_progress
INC600941,2025/08/28,CL1032,Gauteng,VIP Threat,reported
INC600942,2025/05/14,CL1377,Mpumalanga,Trespass,resolved
INC600943,2025/06/23,CL1022,Gauteng,Protest,in_progress
INC600944,2025/08/26,CL1021,Gauteng,Alarm Trigger,resolved
INC600945,2025/09/22,CL1165,Western Cape,Suspicious Vehicle,reported
INC600946,2025/05/04,CL1139,KwaZulu-Natal,Suspicious Vehicle,in_progress
INC600947,2025/08/22,CL1327,North West,Protest,escalated
INC600948,2025/04/10,CL1362,Mpumalanga,Trespass,resolved
INC600949,2025/05/18,CL1390,Mpumalanga,Theft,in_progress
INC600950,2025/08/17,CL1294,Free State,Alarm Trigger,in_progress
INC600951,2025/09/22,CL1115,KwaZulu-Natal,Protest,reported
INC600952,2025/06/14,CL1342,North West,Accident,in_progress
INC600953,2025/05/04,CL1094,Gauteng,VIP Threat,escalated
INC600954,2025/05/10,CL1134,KwaZulu-Natal,VIP Threat,in_progress
INC600955,2025/07/09,CL1266,Free State,VIP Threat,in_progress
INC600956,2025/05/27,CL1044,Gauteng,Trespass,resolved
INC600957,2025/06/22,CL1288,Free State,Trespass,escalated
INC600958,2025/07/25,CL1262,Free State,Protest,in_progress
INC600959,2025/06/19,CL1057,Gauteng,VIP Threat,resolved
INC600960,2025/04/16,CL1381,Mpumalanga,Accident,escalated
INC600961,2025/08/10,CL1201,Limpopo,Accident,reported
INC600962,2025/05/24,CL1165,Western Cape,VIP Threat,resolved
INC600963,2025/08/10,CL1261,Free State,Trespass,escalated
INC600964,2025/04/30,CL1396,Mpumalanga,Assault,resolved
INC600965,2025/07/08,CL1111,KwaZulu-Natal,Alarm Trigger,in_progress
INC600966,2025/09/15,CL1270,Free State,Accident,resolved
INC600967,2025/07/14,CL1264,Free State,Suspicious Vehicle,escalated
INC600968,2025/08/10,CL1019,Gauteng,Theft,resolved
INC600969,2025/08/27,CL1243,Limpopo,Theft,reported
INC600970,2025/06/14,CL1376,Mpumalanga,Hijacking,resolved
INC600971,2025/09/25,CL1268,Free State,Vandalism,reported
INC600972,2025/04/08,CL1012,Gauteng,Alarm Trigger,resolved
INC600973,2025/04/14,CL1026,Gauteng,Alarm Trigger,escalated
INC600974,2025/08/24,CL1168,Western Cape,Assault,in_progress
INC600975,2025/08/12,CL1043,Gauteng,Protest,reported
INC600976,2025/09/05,CL1281,Free State,Theft,in_progress
INC600977,2025/06/07,CL1189,Western Cape,Theft,in_progress
INC600978,2025/08/06,CL1170,Western Cape,Alarm Trigger,resolved
INC600979,2025/08/26,CL1177,Western Cape,VIP Threat,escalated
INC600980,2025/08/28,CL1259,Free State,Assault,resolved
INC600981,2025/09/11,CL1073,Gauteng,Theft,resolved
INC600982,2025/04/27,CL1042,Gauteng,Vandalism,reported
INC600983,2025/05/01,CL1380,Mpumalanga,Hijacking,in_progress
INC600984,2025/05/08,CL1386,Mpumalanga,Suspicious Vehicle,in_progress
INC600985,2025/09/10,CL1004,Gauteng,Suspicious Vehicle,resolved
INC600986,2025/07/07,CL1067,Gauteng,Vandalism,in_progress
INC600987,2025/07/22,CL1253,Free State,Vandalism,in_progress
INC600988,2025/05/30,CL1260,Free State,Theft,escalated
INC600989,2025/05/01,CL1320,North West,Protest,escalated
INC600990,2025/05/07,CL1383,Mpumalanga,Protest,escalated
INC600991,2025/06/22,CL1305,North West,Suspicious Vehicle,reported
INC600992,2025/09/01,CL1360,Mpumalanga,Trespass,escalated
INC600993,2025/06/10,CL1134,KwaZulu-Natal,Assault,resolved
INC600994,2025/07/17,CL1237,Limpopo,Hijacking,in_progress
INC600995,2025/09/18,CL1034,Gauteng,Hijacking,resolved
INC600996,2025/08/09,CL1196,Western Cape,VIP Threat,resolved
INC600997,2025/06/21,CL1274,Free State,Suspicious Vehicle,escalated
INC600998,2025/08/21,CL1254,Free State,Accident,resolved
INC600999,2025/05/06,CL1359,Mpumalanga,VIP Threat,reported
INC601000,2025/05/23,CL1174,Western Cape,Accident,in_progress
INC601001,2025/06/06,CL1201,Limpopo,Theft,escalated
INC601002,2025/09/08,CL1232,Limpopo,Protest,escalated
INC601003,2025/08/24,CL1102,KwaZulu-Natal,Accident,in_progress
INC601004,2025/08/31,CL1282,Free State,Assault,resolved
INC601005,2025/07/25,CL1374,Mpumalanga,Suspicious Vehicle,reported
INC601006,2025/09/20,CL1110,KwaZulu-Natal,Accident,resolved
INC601007,2025/07/11,CL1269,Free State,Protest,in_progress
INC601008,2025/08/20,CL1119,KwaZulu-Natal,Vandalism,resolved
INC601009,2025/06/13,CL1329,North West,Hijacking,reported
INC601010,2025/07/27,CL1137,KwaZulu-Natal,Assault,reported
INC601011,2025/06/14,CL1074,Gauteng,Vandalism,in_progress
INC601012,2025/06/16,CL1225,Limpopo,Protest,resolved
INC601013,2025/06/14,CL1051,Gauteng,Alarm Trigger,escalated
INC601014,2025/07/14,CL1382,Mpumalanga,Assault,in_progress
INC601015,2025/04/13,CL1186,Western Cape,Protest,in_progress
INC601016,2025/08/31,CL1376,Mpumalanga,Assault,reported
INC601017,2025/05/10,CL1014,Gauteng,VIP Threat,in_progress
INC601018,2025/08/29,CL1068,Gauteng,Theft,reported
INC601019,2025/09/09,CL1130,KwaZulu-Natal,Theft,in_progress
INC601020,2025/05/15,CL1328,North West,Theft,resolved
INC601021,2025/06/09,CL1261,Free State,Suspicious Vehicle,in_progress
INC601022,2025/07/06,CL1153,Western Cape,Suspicious Vehicle,resolved
INC601023,2025/06/12,CL1069,Gauteng,VIP Threat,reported
INC601024,2025/06/20,CL1269,Free State,Theft,escalated
INC601025,2025/09/10,CL1036,Gauteng,Accident,resolved
INC601026,2025/09/22,CL1042,Gauteng,Assault,reported
INC601027,2025/07/22,CL1209,Limpopo,Accident,resolved
INC601028,2025/09/26,CL1133,KwaZulu-Natal,Trespass,resolved
INC601029,2025/10/01,CL1210,Limpopo,Trespass,in_progress
INC601030,2025/09/19,CL1352,Mpumalanga,Accident,reported
INC601031,2025/05/28,CL1114,KwaZulu-Natal,Vandalism,resolved
INC601032,2025/05/31,CL1362,Mpumalanga,Protest,in_progress
INC601033,2025/07/08,CL1369,Mpumalanga,Hijacking,resolved
INC601034,2025/08/17,CL1391,Mpumalanga,Theft,reported
INC601035,2025/08/06,CL1349,North West,Assault,escalated
INC601036,2025/04/07,CL1195,Western Cape,Assault,resolved
INC601037,2025/09/07,CL1036,Gauteng,Assault,escalated
INC601038,2025/05/08,CL1233,Limpopo,Theft,escalated
INC601039,2025/08/31,CL1362,Mpumalanga,Trespass,reported
INC601040,2025/06/15,CL1389,Mpumalanga,VIP Threat,reported
INC601041,2025/09/26,CL1269,Free State,Trespass,escalated
INC601042,2025/10/01,CL1113,KwaZulu-Natal,Alarm Trigger,escalated
INC601043,2025/09/01,CL1012,Gauteng,Accident,reported
INC601044,2025/08/22,CL1201,Limpopo,Assault,in_progress
INC601045,2025/04/27,CL1348,North West,Alarm Trigger,reported
INC601046,2025/08/29,CL1077,Gauteng,Suspicious Vehicle,resolved
INC601047,2025/06/09,CL1140,KwaZulu-Natal,Theft,escalated
INC601048,2025/09/10,CL1008,Gauteng,Suspicious Vehicle,resolved
INC601049,2025/07/23,CL1200,Limpopo,Alarm Trigger,in_progress
INC601050,2025/08/08,CL1356,Mpumalanga,Vandalism,escalated
INC601051,2025/09/29,CL1331,North West,Assault,escalated
INC601052,2025/08/19,CL1291,Free State,Alarm Trigger,escalated
INC601053,2025/07/18,CL1302,North West,Theft,in_progress
INC601054,2025/09/22,CL1176,Western Cape,Trespass,resolved
INC601055,2025/04/21,CL1365,Mpumalanga,Assault,reported
INC601056,2025/09/28,CL1122,KwaZulu-Natal,Hijacking,escalated
INC601057,2025/09/29,CL1308,North West,Protest,reported
INC601058,2025/07/12,CL1029,Gauteng,Alarm Trigger,reported
INC601059,2025/07/09,CL1124,KwaZulu-Natal,Suspicious Vehicle,resolved
INC601060,2025/06/20,CL1363,Mpumalanga,Theft,escalated
INC601061,2025/07/12,CL1336,North West,VIP Threat,in_progress
INC601062,2025/08/21,CL1382,Mpumalanga,VIP Threat,escalated
INC601063,2025/07/21,CL1347,North West,Hijacking,in_progress
INC601064,2025/06/19,CL1348,North West,VIP Threat,reported
INC601065,2025/06/02,CL1179,Western Cape,Vandalism,in_progress
INC601066,2025/09/27,CL1394,Mpumalanga,Suspicious Vehicle,escalated
INC601067,2025/07/12,CL1391,Mpumalanga,Theft,in_progress
INC601068,2025/05/22,CL1003,Gauteng,Protest,resolved
INC601069,2025/06/04,CL1248,Limpopo,Suspicious Vehicle,escalated
INC601070,2025/09/26,CL1195,Western Cape,Assault,in_progress
INC601071,2025/06/20,CL1337,North West,Hijacking,reported
INC601072,2025/10/02,CL1355,Mpumalanga,VIP Threat,in_progress
INC601073,2025/05/15,CL1017,Gauteng,Suspicious Vehicle,reported
INC601074,2025/05/16,CL1209,Limpopo,VIP Threat,reported
INC601075,2025/08/01,CL1098,Gauteng,Protest,escalated
INC601076,2025/07/27,CL1044,Gauteng,VIP Threat,resolved
INC601077,2025/04/11,CL1381,Mpumalanga,Accident,resolved
INC601078,2025/07/12,CL1307,North West,Accident,reported
INC601079,2025/06/24,CL1072,Gauteng,Hijacking,reported
INC601080,2025/09/26,CL1278,Free State,Hijacking,resolved
INC601081,2025/06/15,CL1122,KwaZulu-Natal,Accident,reported
INC601082,2025/06/15,CL1172,Western Cape,Assault,in_progress
INC601083,2025/07/31,CL1090,Gauteng,Assault,in_progress
INC601084,2025/06/21,CL1025,Gauteng,Alarm Trigger,resolved
INC601085,2025/04/23,CL1089,Gauteng,Hijacking,in_progress
INC601086,2025/07/25,CL1382,Mpumalanga,Accident,reported
INC601087,2025/08/12,CL1126,KwaZulu-Natal,Suspicious Vehicle,escalated
INC601088,2025/05/14,CL1154,Western Cape,Suspicious Vehicle,escalated
INC601089,2025/08/13,CL1061,Gauteng,Accident,in_progress
INC601090,2025/09/06,CL1311,North West,Suspicious Vehicle,reported
INC601091,2025/08/22,CL1299,Free State,Alarm Trigger,in_progress
INC601092,2025/07/30,CL1375,Mpumalanga,Theft,in_progress
INC601093,2025/09/08,CL1390,Mpumalanga,Assault,in_progress
INC601094,2025/06/26,CL1122,KwaZulu-Natal,Vandalism,escalated
INC601095,2025/08/24,CL1202,Limpopo,Vandalism,resolved
INC601096,2025/06/09,CL1162,Western Cape,Assault,reported
INC601097,2025/05/28,CL1347,North West,Hijacking,resolved
INC601098,2025/07/01,CL1389,Mpumalanga,VIP Threat,in_progress
INC601099,2025/09/27,CL1383,Mpumalanga,Theft,resolved
INC601100,2025/07/27,CL1249,Limpopo,Hijacking,in_progress
INC601101,2025/06/19,CL1260,Free State,Hijacking,resolved
INC601102,2025/06/11,CL1200,Limpopo,Assault,in_progress
INC601103,2025/08/20,CL1090,Gauteng,Assault,reported
INC601104,2025/09/17,CL1325,North West,VIP Threat,escalated
INC601105,2025/06/26,CL1148,KwaZulu-Natal,VIP Threat,in_progress
INC601106,2025/04/06,CL1065,Gauteng,Protest,resolved
INC601107,2025/05/13,CL1329,North West,Suspicious Vehicle,escalated
INC601108,2025/08/26,CL1280,Free State,Accident,escalated
INC601109,2025/06/07,CL1107,KwaZulu-Natal,Theft,escalated
INC601110,2025/05/13,CL1303,North West,Protest,escalated
INC601111,2025/07/20,CL1217,Limpopo,Theft,reported
INC601112,2025/05/16,CL1110,KwaZulu-Natal,Vandalism,in_progress
INC601113,2025/05/10,CL1288,Free State,Vandalism,escalated
INC601114,2025/09/11,CL1235,Limpopo,VIP Threat,reported
INC601115,2025/07/01,CL1302,North West,Vandalism,resolved
INC601116,2025/08/19,CL1177,Western Cape,Hijacking,escalated
INC601117,2025/09/18,CL1396,Mpumalanga,VIP Threat,reported
INC601118,2025/06/24,CL1093,Gauteng,Accident,resolved
INC601119,2025/05/10,CL1040,Gauteng,VIP Threat,escalated
INC601120,2025/09/06,CL1178,Western Cape,Accident,resolved
INC601121,2025/05/24,CL1364,Mpumalanga,Assault,reported
INC601122,2025/05/13,CL1382,Mpumalanga,Theft,in_progress
INC601123,2025/04/23,CL1099,Gauteng,Theft,in_progress
INC601124,2025/05/04,CL1372,Mpumalanga,Assault,in_progress
INC601125,2025/09/06,CL1018,Gauteng,VIP Threat,resolved
INC601126,2025/09/11,CL1160,Western Cape,Accident,resolved
INC601127,2025/08/23,CL1199,Western Cape,Suspicious Vehicle,in_progress
INC601128,2025/07/18,CL1338,North West,Trespass,in_progress
INC601129,2025/10/01,CL1230,Limpopo,Suspicious Vehicle,reported
INC601130,2025/08/09,CL1179,Western Cape,Accident,escalated
INC601131,2025/06/01,CL1364,Mpumalanga,Protest,resolved
INC601132,2025/05/16,CL1228,Limpopo,Suspicious Vehicle,in_progress
INC601133,2025/06/07,CL1164,Western Cape,Accident,escalated
INC601134,2025/07/04,CL1102,KwaZulu-Natal,Suspicious Vehicle,resolved
INC601135,2025/08/08,CL1018,Gauteng,Vandalism,escalated
INC601136,2025/09/07,CL1046,Gauteng,Vandalism,resolved
INC601137,2025/08/21,CL1190,Western Cape,Accident,resolved
INC601138,2025/08/27,CL1101,KwaZulu-Natal,Suspicious Vehicle,reported
INC601139,2025/07/10,CL1033,Gauteng,Hijacking,reported
INC601140,2025/05/30,CL1071,Gauteng,Vandalism,in_progress
INC601141,2025/06/02,CL1256,Free State,VIP Threat,escalated
INC601142,2025/08/18,CL1123,KwaZulu-Natal,Suspicious Vehicle,in_progress
INC601143,2025/06/18,CL1005,Gauteng,VIP Threat,reported
INC601144,2025/07/03,CL1029,Gauteng,VIP Threat,reported
INC601145,2025/09/20,CL1399,Mpumalanga,Assault,escalated
INC601146,2025/04/27,CL1370,Mpumalanga,Theft,escalated
INC601147,2025/05/02,CL1160,Western Cape,Assault,in_progress
INC601148,2025/07/07,CL1038,Gauteng,VIP Threat,escalated
INC601149,2025/09/19,CL1012,Gauteng,Suspicious Vehicle,reported
INC601150,2025/08/29,CL1075,Gauteng,Trespass,reported
INC601151,2025/08/28,CL1046,Gauteng,Alarm Trigger,reported
INC601152,2025/04/09,CL1151,Western Cape,Assault,reported
INC601153,2025/07/22,CL1045,Gauteng,Vandalism,reported
INC601154,2025/07/03,CL1038,Gauteng,Protest,escalated
INC601155,2025/04/26,CL1077,Gauteng,Protest,reported
INC601156,2025/06/25,CL1116,KwaZulu-Natal,Vandalism,reported
INC601157,2025/09/27,CL1323,North West,Suspicious Vehicle,in_progress
INC601158,2025/05/07,CL1244,Limpopo,Protest,resolved
INC601159,2025/10/02,CL1024,Gauteng,Suspicious Vehicle,reported
INC601160,2025/10/02,CL1045,Gauteng,Hijacking,reported
INC601161,2025/09/06,CL1273,Free State,Hijacking,reported
INC601162,2025/09/01,CL1141,KwaZulu-Natal,Hijacking,escalated
INC601163,2025/06/11,CL1223,Limpopo,Trespass,reported
INC601164,2025/08/08,CL1255,Free State,Accident,resolved
INC601165,2025/09/20,CL1097,Gauteng,Alarm Trigger,escalated
INC601166,2025/09/04,CL1207,Limpopo,Alarm Trigger,resolved
INC601167,2025/06/12,CL1348,North West,Accident,resolved
INC601168,2025/08/14,CL1045,Gauteng,Protest,reported
INC601169,2025/05/31,CL1298,Free State,Protest,resolved
INC601170,2025/05/17,CL1389,Mpumalanga,Trespass,reported
INC601171,2025/04/21,CL1067,Gauteng,Hijacking,reported
INC601172,2025/08/14,CL1380,Mpumalanga,Protest,resolved
INC601173,2025/04/19,CL1391,Mpumalanga,Accident,reported
INC601174,2025/08/27,CL1278,Free State,Alarm Trigger,in_progress
INC601175,2025/08/04,CL1198,Western Cape,Assault,in_progress
INC601176,2025/09/06,CL1325,North West,Accident,reported
INC601177,2025/05/05,CL1135,KwaZulu-Natal,VIP Threat,resolved
INC601178,2025/05/13,CL1129,KwaZulu-Natal,Alarm Trigger,in_progress
INC601179,2025/09/11,CL1151,Western Cape,Trespass,in_progress
INC601180,2025/06/28,CL1193,Western Cape,Protest,resolved
INC601181,2025/06/02,CL1027,Gauteng,Protest,reported
INC601182,2025/09/07,CL1103,KwaZulu-Natal,Alarm Trigger,resolved
INC601183,2025/09/23,CL1368,Mpumalanga,Suspicious Vehicle,reported
INC601184,2025/07/06,CL1040,Gauteng,Theft,resolved
INC601185,2025/06/21,CL1041,Gauteng,Trespass,in_progress
INC601186,2025/07/26,CL1244,Limpopo,Theft,resolved
INC601187,2025/06/03,CL1043,Gauteng,Alarm Trigger,escalated
INC601188,2025/05/27,CL1271,Free State,Assault,reported
INC601189,2025/08/11,CL1341,North West,Assault,resolved
INC601190,2025/05/06,CL1065,Gauteng,Accident,escalated
INC601191,2025/07/07,CL1190,Western Cape,Assault,reported
INC601192,2025/08/26,CL1322,North West,Alarm Trigger,escalated
INC601193,2025/05/21,CL1306,North West,Assault,resolved
INC601194,2025/06/03,CL1346,North West,Theft,resolved
INC601195,2025/07/03,CL1277,Free State,Accident,in_progress
INC601196,2025/09/19,CL1199,Western Cape,Theft,reported
INC601197,2025/06/16,CL1382,Mpumalanga,Hijacking,in_progress
INC601198,2025/07/27,CL1143,KwaZulu-Natal,Hijacking,resolved
INC601199,2025/09/19,CL1194,Western Cape,Suspicious Vehicle,reported
INC601200,2025/07/13,CL1189,Western Cape,Theft,escalated
INC601201,2025/05/30,CL1320,North West,Assault,resolved
INC601202,2025/06/30,CL1321,North West,Hijacking,in_progress
INC601203,2025/07/26,CL1322,North West,VIP Threat,in_progress
INC601204,2025/09/23,CL1266,Free State,VIP Threat,escalated
INC601205,2025/07/19,CL1002,Gauteng,Protest,in_progress
INC601206,2025/07/29,CL1339,North West,Protest,reported
INC601207,2025/05/22,CL1394,Mpumalanga,Assault,escalated
INC601208,2025/05/25,CL1203,Limpopo,Alarm Trigger,resolved
INC601209,2025/09/01,CL1142,KwaZulu-Natal,Theft,in_progress
INC601210,2025/08/06,CL1044,Gauteng,Assault,in_progress
INC601211,2025/09/30,CL1102,KwaZulu-Natal,Protest,resolved
INC601212,2025/05/25,CL1025,Gauteng,Hijacking,escalated
INC601213,2025/07/29,CL1244,Limpopo,Trespass,escalated
INC601214,2025/06/30,CL1018,Gauteng,Protest,reported
INC601215,2025/05/09,CL1268,Free State,VIP Threat,resolved
INC601216,2025/04/13,CL1309,North West,Trespass,reported
INC601217,2025/04/11,CL1247,Limpopo,Assault,reported
INC601218,2025/06/03,CL1134,KwaZulu-Natal,Protest,escalated
INC601219,2025/06/21,CL1079,Gauteng,Alarm Trigger,escalated
INC601220,2025/09/05,CL1141,KwaZulu-Natal,Alarm Trigger,resolved
INC601221,2025/07/26,CL1069,Gauteng,Hijacking,resolved
INC601222,2025/05/05,CL1157,Western Cape,Suspicious Vehicle,escalated
INC601223,2025/05/06,CL1183,Western Cape,Trespass,resolved
INC601224,2025/05/24,CL1279,Free State,Theft,reported
INC601225,2025/08/09,CL1238,Limpopo,Trespass,escalated
INC601226,2025/04/12,CL1114,KwaZulu-Natal,Accident,resolved
INC601227,2025/08/02,CL1365,Mpumalanga,Alarm Trigger,in_progress
INC601228,2025/07/30,CL1244,Limpopo,Theft,reported
INC601229,2025/07/16,CL1028,Gauteng,Hijacking,in_progress
INC601230,2025/08/21,CL1250,Free State,VIP Threat,resolved
INC601231,2025/05/01,CL1295,Free State,VIP Threat,escalated
INC601232,2025/04/24,CL1017,Gauteng,Assault,escalated
INC601233,2025/09/08,CL1149,KwaZulu-Natal,Accident,escalated
INC601234,2025/08/13,CL1356,Mpumalanga,Alarm Trigger,escalated
INC601235,2025/06/05,CL1165,Western Cape,Hijacking,resolved
INC601236,2025/09/21,CL1028,Gauteng,Suspicious Vehicle,in_progress
INC601237,2025/06/21,CL1327,North West,Accident,escalated
INC601238,2025/05/29,CL1337,North West,Hijacking,resolved
INC601239,2025/08/21,CL1187,Western Cape,VIP Threat,in_progress
INC601240,2025/05/08,CL1138,KwaZulu-Natal,Trespass,escalated
INC601241,2025/07/22,CL1330,North West,Alarm Trigger,reported
INC601242,2025/07/12,CL1138,KwaZulu-Natal,Theft,escalated
INC601243,2025/04/27,CL1035,Gauteng,Protest,reported
INC601244,2025/07/18,CL1396,Mpumalanga,Protest,reported
INC601245,2025/04/16,CL1203,Limpopo,Alarm Trigger,resolved
INC601246,2025/04/18,CL1380,Mpumalanga,Suspicious Vehicle,reported
INC601247,2025/07/19,CL1372,Mpumalanga,Trespass,reported
INC601248,2025/08/27,CL1028,Gauteng,Theft,resolved
INC601249,2025/06/14,CL1107,KwaZulu-Natal,Hijacking,resolved
INC601250,2025/09/12,CL1171,Western Cape,Accident,in_progress
INC601251,2025/07/24,CL1354,Mpumalanga,Trespass,escalated
INC601252,2025/09/24,CL1107,KwaZulu-Natal,Vandalism,in_progress
INC601253,2025/09/30,CL1152,Western Cape,Theft,reported
INC601254,2025/09/24,CL1016,Gauteng,Trespass,reported
INC601255,2025/09/04,CL1361,Mpumalanga,Trespass,in_progress
INC601256,2025/07/24,CL1211,Limpopo,VIP Threat,in_progress
INC601257,2025/05/07,CL1112,KwaZulu-Natal,VIP Threat,resolved
INC601258,2025/06/05,CL1324,North West,Trespass,reported
INC601259,2025/05/01,CL1197,Western Cape,Theft,resolved
INC601260,2025/05/25,CL1308,North West,Assault,escalated
INC601261,2025/08/13,CL1081,Gauteng,VIP Threat,resolved
INC601262,2025/09/02,CL1142,KwaZulu-Natal,Assault,in_progress
INC601263,2025/09/18,CL1175,Western Cape,Alarm Trigger,resolved
INC601264,2025/08/27,CL1381,Mpumalanga,Hijacking,escalated
INC601265,2025/07/30,CL1124,KwaZulu-Natal,VIP Threat,escalated
INC601266,2025/04/10,CL1043,Gauteng,VIP Threat,reported
INC601267,2025/05/14,CL1069,Gauteng,Protest,escalated
INC601268,2025/09/20,CL1380,Mpumalanga,VIP Threat,resolved
INC601269,2025/05/19,CL1309,North West,Alarm Trigger,reported
INC601270,2025/09/18,CL1333,North West,Suspicious Vehicle,resolved
INC601271,2025/08/01,CL1362,Mpumalanga,Theft,resolved
INC601272,2025/07/01,CL1294,Free State,Assault,in_progress
INC601273,2025/07/20,CL1270,Free State,Assault,in_progress
INC601274,2025/06/17,CL1345,North West,Theft,resolved
INC601275,2025/05/24,CL1395,Mpumalanga,Accident,escalated
INC601276,2025/08/18,CL1371,Mpumalanga,Theft,escalated
INC601277,2025/05/06,CL1111,KwaZulu-Natal,Theft,escalated
INC601278,2025/08/31,CL1023,Gauteng,Hijacking,in_progress
INC601279,2025/06/12,CL1249,Limpopo,Assault,resolved
INC601280,2025/05/25,CL1073,Gauteng,Accident,resolved
INC601281,2025/04/19,CL1178,Western Cape,Trespass,escalated
INC601282,2025/07/09,CL1154,Western Cape,Theft,in_progress
INC601283,2025/07/20,CL1066,Gauteng,Accident,in_progress
INC601284,2025/08/12,CL1398,Mpumalanga,Accident,resolved
INC601285,2025/09/30,CL1386,Mpumalanga,Protest,resolved
INC601286,2025/06/10,CL1194,Western Cape,VIP Threat,escalated
INC601287,2025/05/19,CL1002,Gauteng,Accident,escalated
INC601288,2025/05/12,CL1321,North West,Hijacking,in_progress
INC601289,2025/08/27,CL1123,KwaZulu-Natal,Suspicious Vehicle,escalated
INC601290,2025/04/30,CL1145,KwaZulu-Natal,Accident,resolved
INC601291,2025/06/14,CL1028,Gauteng,Assault,resolved
INC601292,2025/04/15,CL1262,Free State,Vandalism,in_progress
INC601293,2025/09/30,CL1331,North West,Theft,reported
INC601294,2025/06/24,CL1324,North West,Hijacking,reported
INC601295,2025/09/06,CL1270,Free State,Protest,resolved
INC601296,2025/06/06,CL1012,Gauteng,Accident,escalated
INC601297,2025/09/15,CL1154,Western Cape,VIP Threat,reported
INC601298,2025/04/17,CL1099,Gauteng,Trespass,reported
INC601299,2025/07/05,CL1260,Free State,Protest,in_progress
INC601300,2025/04/19,CL1115,KwaZulu-Natal,Alarm Trigger,resolved
INC601301,2025/05/24,CL1399,Mpumalanga,VIP Threat,in_progress
INC601302,2025/09/29,CL1093,Gauteng,Vandalism,in_progress
INC601303,2025/06/16,CL1317,North West,Suspicious Vehicle,escalated
INC601304,2025/08/09,CL1046,Gauteng,Theft,resolved
INC601305,2025/05/15,CL1136,KwaZulu-Natal,Theft,resolved
INC601306,2025/07/08,CL1241,Limpopo,Suspicious Vehicle,in_progress
INC601307,2025/08/10,CL1154,Western Cape,Accident,resolved
INC601308,2025/06/12,CL1033,Gauteng,Theft,escalated
INC601309,2025/04/30,CL1030,Gauteng,Suspicious Vehicle,resolved
INC601310,2025/06/07,CL1264,Free State,Theft,resolved
INC601311,2025/05/04,CL1247,Limpopo,Accident,resolved
INC601312,2025/08/25,CL1291,Free State,Alarm Trigger,resolved
INC601313,2025/05/19,CL1219,Limpopo,Accident,reported
INC601314,2025/06/03,CL1322,North West,Assault,reported
INC601315,2025/07/06,CL1386,Mpumalanga,Hijacking,reported
